pedido_id,data_pedido,cliente_id,produto_id,quantidade,preco_unitario,valor_total,canal_venda,vendedor,estado_entrega
PV004640,2024-01-30,C0002,P014,6,3.83,22.98,Key Account,Ana Souza,RS
PV004103,2024-01-30,C0046,P013,11,4.84,53.24,Televendas,Daniela Rocha,AM
PV006937,2024-01-30,C0101,P017,21,3.34,70.14,Televendas,Carlos Silva,AM
PV000854,2024-01-30,C0162,P010,138,4.94,681.72,Key Account,Bruno Lima,DF
PV004877,2024-01-30,C0073,P009,83,4.92,408.36,Televendas,Daniela Rocha,PE
PV005852,2024-01-31,C0071,P016,66,6.46,426.36,Key Account,Eduarda Melo,PR
PV004119,2024-01-31,C0125,P016,73,6.53,476.69,Representante Comercial,Felipe Santos,RJ
PV000357,2024-01-31,C0020,P014,19,3.58,68.02,Key Account,Felipe Santos,SC
PV006266,2024-01-31,C0163,P011,160,16.14,2582.4,Televendas,Daniela Rocha,AM
PV001034,2024-01-31,C0149,P004,171,8.49,1451.79,Televendas,Ana Souza,ES
PV003517,2024-01-31,C0014,P015,160,5.72,915.2,Representante Comercial,Daniela Rocha,SC
PV003934,2024-01-31,C0088,P014,169,3.95,667.55,Representante Comercial,Ana Souza,MG
PV003805,2024-01-31,C0062,P005,81,4.02,325.62,Televendas,Ana Souza,AL
PV005004,2024-01-31,C0115,P001,56,23.23,1300.88,Key Account,Carlos Silva,MG
PV005001,2024-01-31,C0096,P014,78,3.86,301.08,Representante Comercial,Felipe Santos,SP
PV006294,2024-01-31,C0055,P014,87,4.01,348.87,E-commerce B2B,Ana Souza,RJ
PV003750,2024-01-31,C0061,P010,61,5.51,336.11,Key Account,Bruno Lima,MG
PV005597,2024-01-31,C0012,P007,25,7.78,194.5,Key Account,Carlos Silva,RJ
PV005746,2024-01-31,C0023,P002,118,8.87,1046.66,Representante Comercial,Ana Souza,DF
PV002564,2024-02-01,C0094,P016,138,7.12,982.56,E-commerce B2B,Carlos Silva,RS
PV000459,2024-02-01,C0126,P016,104,6.44,669.76,E-commerce B2B,Felipe Santos,RJ
PV000975,2024-02-01,C0062,P019,171,3.72,636.12,Key Account,Carlos Silva,AL
PV002313,2024-02-01,C0017,P004,90,8.41,756.9,Representante Comercial,Carlos Silva,RS
PV005723,2024-02-01,C0174,P005,86,4.01,344.86,Key Account,Daniela Rocha,PA
PV000951,2024-02-01,C0143,P013,120,4.93,591.6,Representante Comercial,Daniela Rocha,AL
PV002566,2024-02-01,C0012,P007,123,7.21,886.83,Key Account,Bruno Lima,RJ
PV006456,2024-02-02,C0096,P017,80,3.4,272.0,Representante Comercial,Daniela Rocha,SP
PV005714,2024-02-02,C0011,P018,131,3.02,395.62,E-commerce B2B,Eduarda Melo,MG
PV000841,2024-02-02,C0109,P005,94,4.0,376.0,E-commerce B2B,Ana Souza,MT
PV000755,2024-02-02,C0122,P010,117,4.89,572.13,Televendas,Felipe Santos,BA
PV006103,2024-02-02,C0039,P014,82,3.81,312.42,Representante Comercial,Eduarda Melo,PA
PV004345,2024-02-02,C0067,P010,74,4.97,367.78,Key Account,Daniela Rocha,AM
PV002966,2024-02-03,C0173,P017,114,3.11,354.54,E-commerce B2B,Felipe Santos,BA
PV005212,2024-02-03,C0034,P016,110,7.2,792.0,E-commerce B2B,Bruno Lima,RJ
PV003030,2024-02-03,C0159,P001,166,21.89,3633.74,Televendas,Daniela Rocha,RS
PV002505,2024-02-03,C0045,P014,139,3.63,504.57,Representante Comercial,Daniela Rocha,GO
PV000969,2024-02-03,C0070,P014,145,3.61,523.45,Key Account,Daniela Rocha,BA
PV000917,2024-02-03,C0022,P014,41,3.69,151.29,E-commerce B2B,Carlos Silva,AL
PV004950,2024-02-03,C0025,P014,41,3.79,155.39,Representante Comercial,Eduarda Melo,ES
PV001302,2024-02-03,C0156,P006,71,4.24,301.04,E-commerce B2B,Felipe Santos,RS
PV005515,2024-02-03,C0011,P017,86,3.17,272.62,E-commerce B2B,Bruno Lima,MG
PV001548,2024-02-04,C0067,P017,61,3.37,205.57,Key Account,Carlos Silva,AM
PV001499,2024-02-04,C0099,P016,98,7.03,688.94,Key Account,Ana Souza,SC
PV001636,2024-02-04,C0075,P016,153,6.53,999.09,Key Account,Ana Souza,MT
PV006173,2024-02-04,C0079,P001,10,22.88,228.8,Representante Comercial,Eduarda Melo,RJ
PV000828,2024-02-04,C0031,P001,48,21.16,1015.68,Televendas,Bruno Lima,BA
PV006803,2024-02-04,C0011,P014,174,3.96,689.04,E-commerce B2B,Felipe Santos,MG
PV005225,2024-02-04,C0088,P001,154,21.49,3309.46,Key Account,Bruno Lima,MG
PV001942,2024-02-04,C0031,P005,62,4.3,266.6,Televendas,Ana Souza,BA
PV001891,2024-02-04,C0017,P013,77,4.74,364.98,Representante Comercial,Carlos Silva,RS
PV003253,2024-02-04,C0139,P015,24,5.89,141.36,Key Account,Felipe Santos,MT
PV000787,2024-02-05,C0142,P016,109,6.93,755.37,Key Account,Daniela Rocha,PA
PV005783,2024-02-05,C0083,P014,73,3.73,272.29,Representante Comercial,Carlos Silva,MG
PV006481,2024-02-05,C0056,P011,95,16.82,1597.9,Representante Comercial,Felipe Santos,MG
PV005960,2024-02-05,C0062,P014,139,3.77,524.03,Representante Comercial,Felipe Santos,AL
PV002614,2024-02-05,C0075,P001,160,21.62,3459.2,Key Account,Felipe Santos,MT
PV007144,2024-02-06,C0023,P017,165,3.28,541.2,Key Account,Ana Souza,DF
PV002978,2024-02-06,C0144,P016,42,6.69,280.98,Televendas,Daniela Rocha,PR
PV001722,2024-02-06,C0018,P004,27,8.1,218.7,Representante Comercial,Ana Souza,RJ
PV006587,2024-02-06,C0106,P010,104,5.41,562.64,E-commerce B2B,Ana Souza,PA
PV004338,2024-02-07,C0074,P001,112,23.05,2581.6,E-commerce B2B,Daniela Rocha,AM
PV003502,2024-02-07,C0113,P005,104,4.36,453.44,Televendas,Felipe Santos,PE
PV000099,2024-02-07,C0115,P008,61,10.29,627.69,E-commerce B2B,Eduarda Melo,MG
PV005751,2024-02-07,C0170,P016,138,7.07,975.66,Representante Comercial,Eduarda Melo,CE
PV002665,2024-02-07,C0052,P013,33,5.13,169.29,Key Account,Ana Souza,BA
PV000994,2024-02-07,C0022,P014,112,4.02,450.24,Televendas,Carlos Silva,AL
PV000025,2024-02-07,C0022,P009,141,4.91,692.31,Representante Comercial,Ana Souza,AL
PV005767,2024-02-07,C0156,P005,146,3.97,579.62,Key Account,Felipe Santos,RS
PV000042,2024-02-07,C0005,P005,109,4.39,478.51,Representante Comercial,Daniela Rocha,PE
PV004032,2024-02-07,C0137,P014,99,3.8,376.2,Televendas,Daniela Rocha,MT
PV004904,2024-02-07,C0035,P012,12,14.13,169.56,Representante Comercial,Ana Souza,CE
PV000834,2024-02-08,C0164,P002,135,8.75,1181.25,Representante Comercial,Ana Souza,ES
PV004749,2024-02-08,C0031,P002,52,9.12,474.24,Representante Comercial,Eduarda Melo,BA
PV005105,2024-02-08,C0148,P014,54,3.76,203.04,Representante Comercial,Carlos Silva,MT
PV003581,2024-02-08,C0104,P009,160,4.8,768.0,E-commerce B2B,Ana Souza,PR
PV003694,2024-02-08,C0125,P018,21,2.88,60.48,Televendas,Felipe Santos,RJ
PV005141,2024-02-08,C0083,P017,9,3.16,28.44,E-commerce B2B,Ana Souza,MG
PV002110,2024-02-08,C0010,P017,30,3.17,95.1,Representante Comercial,Ana Souza,MT
PV000690,2024-02-08,C0131,P004,114,8.57,976.98,Televendas,Bruno Lima,SC
PV000612,2024-02-08,C0072,P005,106,4.14,438.84,Representante Comercial,Carlos Silva,BA
PV005090,2024-02-08,C0173,P005,67,4.01,268.67,E-commerce B2B,Felipe Santos,BA
PV003081,2024-02-09,C0126,P002,54,8.49,458.46,Key Account,Felipe Santos,RJ
PV006164,2024-02-09,C0079,P016,40,6.41,256.4,Televendas,Daniela Rocha,RJ
PV004944,2024-02-09,C0088,P001,140,23.67,3313.8,E-commerce B2B,Bruno Lima,MG
PV005023,2024-02-09,C0101,P015,163,5.4,880.2,Representante Comercial,Ana Souza,AM
PV002993,2024-02-09,C0069,P015,15,5.73,85.95,Representante Comercial,Eduarda Melo,MG
PV004312,2024-02-09,C0062,P017,60,3.32,199.2,E-commerce B2B,Daniela Rocha,AL
PV005745,2024-02-09,C0128,P015,163,5.37,875.31,Representante Comercial,Ana Souza,PR
PV002552,2024-02-09,C0101,P015,33,5.62,185.46,Representante Comercial,Eduarda Melo,AM
PV001059,2024-02-09,C0055,P011,54,16.44,887.76,Key Account,Felipe Santos,RJ
PV000830,2024-02-09,C0154,P001,132,23.57,3111.24,Key Account,Daniela Rocha,DF
PV005576,2024-02-09,C0142,P013,75,5.1,382.5,Televendas,Ana Souza,PA
PV000072,2024-02-09,C0103,P016,136,6.56,892.16,E-commerce B2B,Daniela Rocha,PA
PV006938,2024-02-09,C0014,P002,93,9.0,837.0,Televendas,Ana Souza,SC
PV001844,2024-02-10,C0155,P006,22,4.45,97.9,Representante Comercial,Carlos Silva,ES
PV003859,2024-02-10,C0070,P008,28,9.54,267.12,E-commerce B2B,Bruno Lima,BA
PV006654,2024-02-10,C0055,P005,65,4.35,282.75,Televendas,Bruno Lima,RJ
PV001595,2024-02-10,C0008,P013,75,4.96,372.0,E-commerce B2B,Bruno Lima,PE
PV005761,2024-02-10,C0051,P013,60,4.79,287.4,Representante Comercial,Ana Souza,SC
PV006295,2024-02-10,C0062,P014,124,3.65,452.6,Televendas,Daniela Rocha,AL
PV002542,2024-02-10,C0144,P003,7,7.86,55.02,Representante Comercial,Bruno Lima,PR
PV003341,2024-02-10,C0123,P004,16,8.27,132.32,Televendas,Carlos Silva,DF
PV002271,2024-02-11,C0179,P017,33,3.29,108.57,Representante Comercial,Ana Souza,GO
PV003098,2024-02-11,C0075,P018,116,2.98,345.68,Televendas,Bruno Lima,MT
PV004015,2024-02-11,C0027,P012,6,14.14,84.84,E-commerce B2B,Bruno Lima,DF
PV002072,2024-02-11,C0086,P015,25,5.73,143.25,E-commerce B2B,Ana Souza,AL
PV006676,2024-02-11,C0101,P004,86,8.7,748.2,Representante Comercial,Carlos Silva,AM
PV004265,2024-02-11,C0115,P007,103,7.53,775.59,Representante Comercial,Felipe Santos,MG
PV003494,2024-02-12,C0061,P018,176,2.93,515.68,Televendas,Eduarda Melo,MG
PV006124,2024-02-12,C0117,P019,49,3.69,180.81,Representante Comercial,Daniela Rocha,SP
PV002411,2024-02-12,C0139,P016,129,7.17,924.93,Televendas,Ana Souza,MT
PV005546,2024-02-12,C0011,P014,119,3.88,461.72,Key Account,Eduarda Melo,MG
PV001960,2024-02-12,C0057,P006,52,4.16,216.32,Representante Comercial,Carlos Silva,GO
PV002269,2024-02-12,C0008,P005,8,4.37,34.96,Representante Comercial,Ana Souza,PE
PV005453,2024-02-12,C0103,P019,88,4.05,356.4,E-commerce B2B,Bruno Lima,PA
PV002139,2024-02-12,C0074,P017,50,3.15,157.5,E-commerce B2B,Felipe Santos,AM
PV005494,2024-02-12,C0027,P011,8,17.65,141.2,Key Account,Felipe Santos,DF
PV002591,2024-02-12,C0137,P005,5,4.41,22.05,Key Account,Daniela Rocha,MT
PV000133,2024-02-12,C0096,P004,52,8.57,445.64,Televendas,Bruno Lima,SP
PV004106,2024-02-12,C0135,P017,129,3.12,402.48,Key Account,Eduarda Melo,BA
PV004467,2024-02-12,C0029,P019,160,4.05,648.0,Representante Comercial,Carlos Silva,PE
PV006583,2024-02-12,C0176,P005,165,4.37,721.05,Representante Comercial,Daniela Rocha,PE
PV003554,2024-02-12,C0105,P008,153,10.25,1568.25,E-commerce B2B,Felipe Santos,AM
PV005109,2024-02-12,C0141,P015,43,5.43,233.49,Representante Comercial,Ana Souza,PE
PV002302,2024-02-13,C0028,P017,115,3.41,392.15,Key Account,Eduarda Melo,BA
PV005445,2024-02-13,C0021,P005,39,4.41,171.99,Representante Comercial,Carlos Silva,AM
PV005408,2024-02-13,C0040,P014,129,3.82,492.78,Televendas,Carlos Silva,MG
PV000674,2024-02-13,C0035,P013,61,5.04,307.44,E-commerce B2B,Ana Souza,CE
PV002507,2024-02-13,C0066,P010,144,5.41,779.04,Representante Comercial,Eduarda Melo,DF
PV003884,2024-02-13,C0141,P016,80,6.99,559.2,Representante Comercial,Carlos Silva,PE
PV006211,2024-02-13,C0137,P017,140,3.38,473.2,Televendas,Felipe Santos,MT
PV005375,2024-02-13,C0156,P005,72,4.4,316.8,E-commerce B2B,Felipe Santos,RS
PV002230,2024-02-13,C0115,P014,83,3.95,327.85,Televendas,Daniela Rocha,MG
PV005671,2024-02-13,C0093,P008,165,10.03,1654.95,Representante Comercial,Bruno Lima,SP
PV004004,2024-02-13,C0062,P014,123,3.65,448.95,Key Account,Ana Souza,AL
PV000562,2024-02-14,C0027,P008,47,9.83,462.01,Key Account,Eduarda Melo,DF
PV002340,2024-02-14,C0172,P018,156,2.91,453.96,E-commerce B2B,Ana Souza,MG
PV004949,2024-02-14,C0005,P014,84,3.8,319.2,Representante Comercial,Eduarda Melo,PE
PV005482,2024-02-14,C0084,P010,175,5.34,934.5,Key Account,Ana Souza,PR
PV002907,2024-02-14,C0168,P011,52,17.36,902.72,Representante Comercial,Eduarda Melo,PA
PV002064,2024-02-14,C0064,P002,60,9.24,554.4,Key Account,Felipe Santos,ES
PV005493,2024-02-14,C0075,P016,41,7.05,289.05,E-commerce B2B,Ana Souza,MT
PV005997,2024-02-15,C0171,P008,172,9.56,1644.32,Representante Comercial,Bruno Lima,GO
PV006659,2024-02-15,C0053,P006,43,4.56,196.08,Representante Comercial,Felipe Santos,PR
PV003675,2024-02-15,C0049,P018,65,2.88,187.2,Televendas,Ana Souza,CE
PV003251,2024-02-15,C0015,P004,32,7.95,254.4,Televendas,Bruno Lima,PE
PV001170,2024-02-15,C0062,P017,159,3.48,553.32,Televendas,Eduarda Melo,AL
PV003128,2024-02-15,C0046,P011,178,16.73,2977.94,Televendas,Bruno Lima,AM
PV002249,2024-02-15,C0016,P017,31,3.16,97.96,Televendas,Daniela Rocha,PA
PV000745,2024-02-16,C0096,P008,38,10.01,380.38,Televendas,Carlos Silva,SP
PV001397,2024-02-16,C0165,P017,137,3.38,463.06,Key Account,Bruno Lima,DF
PV006865,2024-02-16,C0083,P003,25,8.22,205.5,Representante Comercial,Carlos Silva,MG
PV001624,2024-02-16,C0039,P017,178,3.44,612.32,Televendas,Eduarda Melo,PA
PV006291,2024-02-16,C0101,P003,28,8.08,226.24,Representante Comercial,Eduarda Melo,AM
PV002739,2024-02-16,C0122,P006,50,4.66,233.0,Televendas,Bruno Lima,BA
PV004298,2024-02-16,C0056,P002,55,9.2,506.0,Key Account,Felipe Santos,MG
PV004585,2024-02-16,C0080,P005,42,4.44,186.48,Representante Comercial,Bruno Lima,GO
PV000880,2024-02-16,C0116,P003,12,8.13,97.56,Representante Comercial,Ana Souza,GO
PV000995,2024-02-17,C0090,P014,71,3.82,271.22,Representante Comercial,Ana Souza,MG
PV002187,2024-02-17,C0090,P015,98,5.73,561.54,Key Account,Carlos Silva,MG
PV004282,2024-02-17,C0123,P006,64,4.42,282.88,Key Account,Bruno Lima,DF
PV003569,2024-02-17,C0022,P020,14,4.05,56.7,Key Account,Bruno Lima,AL
PV004168,2024-02-17,C0170,P018,62,2.93,181.66,Televendas,Carlos Silva,CE
PV004967,2024-02-18,C0124,P006,69,4.57,315.33,Televendas,Daniela Rocha,DF
PV004796,2024-02-18,C0115,P006,125,4.33,541.25,E-commerce B2B,Ana Souza,MG
PV001807,2024-02-18,C0142,P005,84,4.19,351.96,Representante Comercial,Bruno Lima,PA
PV005158,2024-02-18,C0034,P016,94,6.81,640.14,Representante Comercial,Eduarda Melo,RJ
PV006794,2024-02-18,C0021,P006,38,4.22,160.36,Representante Comercial,Felipe Santos,AM
PV000247,2024-02-18,C0017,P014,153,3.85,589.05,Televendas,Daniela Rocha,RS
PV002732,2024-02-18,C0115,P001,155,23.47,3637.85,E-commerce B2B,Carlos Silva,MG
PV001561,2024-02-18,C0140,P014,139,3.62,503.18,Televendas,Felipe Santos,GO
PV004721,2024-02-18,C0023,P017,169,3.34,564.46,Televendas,Eduarda Melo,DF
PV003556,2024-02-18,C0045,P007,159,8.06,1281.54,Representante Comercial,Felipe Santos,GO
PV005687,2024-02-18,C0031,P017,65,3.49,226.85,E-commerce B2B,Felipe Santos,BA
PV003744,2024-02-18,C0167,P017,159,3.3,524.7,Televendas,Daniela Rocha,CE
PV000377,2024-02-18,C0131,P016,64,7.09,453.76,Representante Comercial,Ana Souza,SC
PV002923,2024-02-18,C0083,P014,161,3.77,606.97,Televendas,Eduarda Melo,MG
PV001363,2024-02-18,C0047,P013,78,4.63,361.14,E-commerce B2B,Bruno Lima,BA
PV000313,2024-02-18,C0066,P002,56,9.31,521.36,Representante Comercial,Bruno Lima,DF
PV002245,2024-02-19,C0062,P011,40,16.6,664.0,Representante Comercial,Bruno Lima,AL
PV003433,2024-02-19,C0096,P019,89,3.77,335.53,Representante Comercial,Felipe Santos,SP
PV005599,2024-02-19,C0017,P011,17,17.1,290.7,Representante Comercial,Carlos Silva,RS
PV004347,2024-02-19,C0126,P004,176,8.4,1478.4,E-commerce B2B,Felipe Santos,RJ
PV001692,2024-02-19,C0023,P008,83,9.85,817.55,Televendas,Daniela Rocha,DF
PV002831,2024-02-19,C0142,P020,152,4.34,659.68,Representante Comercial,Carlos Silva,PA
PV000494,2024-02-19,C0039,P006,170,4.15,705.5,Representante Comercial,Carlos Silva,PA
PV001192,2024-02-19,C0066,P006,117,4.22,493.74,Key Account,Bruno Lima,DF
PV004986,2024-02-19,C0046,P013,123,4.67,574.41,Televendas,Daniela Rocha,AM
PV001495,2024-02-19,C0078,P002,151,8.7,1313.7,Key Account,Carlos Silva,SC
PV000016,2024-02-19,C0035,P001,57,22.86,1303.02,Televendas,Carlos Silva,CE
PV006761,2024-02-20,C0152,P004,119,8.21,976.99,Key Account,Bruno Lima,MT
PV005740,2024-02-20,C0133,P014,94,3.83,360.02,Representante Comercial,Felipe Santos,PA
PV005603,2024-02-20,C0153,P002,151,9.15,1381.65,Representante Comercial,Ana Souza,AM
PV003295,2024-02-20,C0088,P002,143,9.0,1287.0,Televendas,Daniela Rocha,MG
PV000507,2024-02-20,C0146,P012,92,15.26,1403.92,E-commerce B2B,Felipe Santos,RJ
PV004303,2024-02-20,C0160,P011,62,17.34,1075.08,Representante Comercial,Ana Souza,ES
PV005499,2024-02-20,C0064,P010,49,5.21,255.29,Key Account,Bruno Lima,ES
PV000178,2024-02-20,C0140,P020,153,4.28,654.84,E-commerce B2B,Ana Souza,GO
PV001619,2024-02-20,C0026,P009,8,4.88,39.04,Televendas,Carlos Silva,MT
PV003566,2024-02-20,C0148,P011,60,16.0,960.0,Representante Comercial,Carlos Silva,MT
PV005910,2024-02-20,C0038,P017,83,3.35,278.05,Key Account,Ana Souza,MT
PV000903,2024-02-20,C0096,P011,56,17.13,959.28,Televendas,Daniela Rocha,SP
PV000587,2024-02-21,C0109,P019,111,3.9,432.9,Key Account,Daniela Rocha,MT
PV005593,2024-02-21,C0171,P007,7,7.84,54.88,Representante Comercial,Ana Souza,GO
PV000127,2024-02-21,C0062,P002,71,8.45,599.95,Key Account,Felipe Santos,AL
PV006382,2024-02-21,C0041,P001,171,21.21,3626.91,Televendas,Eduarda Melo,AM
PV002286,2024-02-21,C0121,P011,7,17.3,121.1,Representante Comercial,Eduarda Melo,PR
PV004231,2024-02-21,C0142,P005,154,4.13,636.02,Televendas,Carlos Silva,PA
PV003188,2024-02-21,C0163,P006,55,4.23,232.65,Televendas,Eduarda Melo,AM
PV006663,2024-02-21,C0116,P009,13,4.96,64.48,Representante Comercial,Bruno Lima,GO
PV002386,2024-02-21,C0056,P019,111,3.71,411.81,Key Account,Felipe Santos,MG
PV004108,2024-02-21,C0042,P014,64,3.66,234.24,Representante Comercial,Ana Souza,RS
PV004754,2024-02-21,C0077,P017,131,3.15,412.65,Representante Comercial,Bruno Lima,PE
PV001517,2024-02-21,C0175,P009,10,5.02,50.2,Representante Comercial,Eduarda Melo,GO
PV006074,2024-02-21,C0087,P004,150,8.64,1296.0,Key Account,Ana Souza,PA
PV004747,2024-02-21,C0046,P014,142,3.86,548.12,E-commerce B2B,Felipe Santos,AM
PV002648,2024-02-21,C0123,P004,53,7.97,422.41,Televendas,Bruno Lima,DF
PV006766,2024-02-22,C0075,P009,47,5.09,239.23,Representante Comercial,Bruno Lima,MT
PV002777,2024-02-22,C0011,P007,112,7.78,871.36,Key Account,Felipe Santos,MG
PV001847,2024-02-22,C0131,P015,26,5.5,143.0,E-commerce B2B,Bruno Lima,SC
PV002854,2024-02-22,C0051,P010,60,5.23,313.8,Key Account,Daniela Rocha,SC
PV006085,2024-02-22,C0011,P003,178,7.82,1391.96,Televendas,Ana Souza,MG
PV000655,2024-02-22,C0174,P014,86,3.58,307.88,Televendas,Bruno Lima,PA
PV005622,2024-02-22,C0116,P014,159,3.61,573.99,Televendas,Ana Souza,GO
PV003539,2024-02-22,C0024,P017,164,3.35,549.4,E-commerce B2B,Ana Souza,MT
PV001109,2024-02-22,C0131,P016,106,6.83,723.98,E-commerce B2B,Bruno Lima,SC
PV006398,2024-02-22,C0102,P008,62,9.84,610.08,Key Account,Carlos Silva,BA
PV004013,2024-02-22,C0094,P011,18,15.95,287.1,E-commerce B2B,Felipe Santos,RS
PV002337,2024-02-22,C0131,P006,162,4.61,746.82,Representante Comercial,Felipe Santos,SC
PV000238,2024-02-22,C0142,P018,27,2.79,75.33,E-commerce B2B,Ana Souza,PA
PV000851,2024-02-23,C0094,P015,112,5.49,614.88,Representante Comercial,Carlos Silva,RS
PV004965,2024-02-23,C0072,P008,110,9.84,1082.4,Representante Comercial,Daniela Rocha,BA
PV007005,2024-02-23,C0171,P016,38,7.06,268.28,E-commerce B2B,Ana Souza,GO
PV004515,2024-02-23,C0077,P014,156,4.0,624.0,E-commerce B2B,Eduarda Melo,PE
PV004060,2024-02-23,C0062,P018,134,2.99,400.66,Representante Comercial,Eduarda Melo,AL
PV006016,2024-02-23,C0128,P013,172,5.18,890.96,Televendas,Carlos Silva,PR
PV003491,2024-02-24,C0088,P003,21,8.11,170.31,E-commerce B2B,Bruno Lima,MG
PV005131,2024-02-24,C0157,P009,68,4.72,320.96,Televendas,Eduarda Melo,CE
PV006395,2024-02-24,C0015,P013,178,4.98,886.44,Representante Comercial,Carlos Silva,PE
PV002062,2024-02-24,C0178,P004,77,8.04,619.08,E-commerce B2B,Bruno Lima,BA
PV007000,2024-02-24,C0157,P014,30,3.67,110.1,Televendas,Daniela Rocha,CE
PV007168,2024-02-24,C0106,P017,71,3.16,224.36,Key Account,Ana Souza,PA
PV006029,2024-02-24,C0056,P010,58,4.96,287.68,Televendas,Bruno Lima,MG
PV005110,2024-02-24,C0010,P007,137,7.22,989.14,Representante Comercial,Ana Souza,MT
PV005162,2024-02-24,C0098,P011,143,17.9,2559.7,Key Account,Daniela Rocha,PA
PV002746,2024-02-24,C0010,P001,130,23.62,3070.6,Key Account,Daniela Rocha,MT
PV004644,2024-02-25,C0139,P010,158,5.18,818.44,Key Account,Ana Souza,MT
PV000948,2024-02-25,C0078,P009,39,4.7,183.3,Representante Comercial,Daniela Rocha,SC
PV005365,2024-02-25,C0028,P006,134,4.42,592.28,Televendas,Eduarda Melo,BA
PV005779,2024-02-25,C0157,P013,145,4.76,690.2,Key Account,Eduarda Melo,CE
PV006417,2024-02-25,C0032,P003,89,7.53,670.17,E-commerce B2B,Daniela Rocha,MT
PV001831,2024-02-25,C0125,P016,112,7.12,797.44,Televendas,Daniela Rocha,RJ
PV000701,2024-02-25,C0108,P011,12,17.21,206.52,Televendas,Felipe Santos,SP
PV006334,2024-02-25,C0076,P016,62,6.85,424.7,E-commerce B2B,Daniela Rocha,SC
PV006983,2024-02-25,C0088,P006,75,4.51,338.25,Key Account,Daniela Rocha,MG
PV002790,2024-02-25,C0170,P011,138,16.44,2268.72,E-commerce B2B,Bruno Lima,CE
PV003296,2024-02-26,C0068,P007,26,7.55,196.3,E-commerce B2B,Ana Souza,CE
PV006312,2024-02-26,C0022,P005,104,4.43,460.72,Televendas,Ana Souza,AL
PV004820,2024-02-26,C0076,P016,44,6.93,304.92,Key Account,Carlos Silva,SC
PV003697,2024-02-26,C0025,P008,92,10.21,939.32,Televendas,Ana Souza,ES
PV005056,2024-02-26,C0101,P009,61,5.06,308.66,E-commerce B2B,Bruno Lima,AM
PV004569,2024-02-26,C0031,P016,171,6.82,1166.22,Key Account,Felipe Santos,BA
PV000799,2024-02-26,C0088,P015,40,5.4,216.0,Representante Comercial,Felipe Santos,MG
PV003521,2024-02-26,C0175,P007,130,7.77,1010.1,Key Account,Felipe Santos,GO
PV005718,2024-02-27,C0011,P011,97,16.09,1560.73,Representante Comercial,Bruno Lima,MG
PV001212,2024-02-27,C0160,P014,41,3.87,158.67,E-commerce B2B,Carlos Silva,ES
PV002594,2024-02-27,C0127,P004,69,8.12,560.28,E-commerce B2B,Eduarda Melo,PR
PV006061,2024-02-27,C0157,P014,96,3.77,361.92,Representante Comercial,Felipe Santos,CE
PV004261,2024-02-27,C0080,P001,16,23.72,379.52,Televendas,Ana Souza,GO
PV002063,2024-02-27,C0134,P019,85,3.69,313.65,E-commerce B2B,Daniela Rocha,MG
PV003158,2024-02-27,C0117,P004,172,8.03,1381.16,E-commerce B2B,Carlos Silva,SP
PV005613,2024-02-27,C0043,P007,78,7.89,615.42,Representante Comercial,Carlos Silva,SC
PV006479,2024-02-28,C0142,P017,87,3.31,287.97,Televendas,Carlos Silva,PA
PV006082,2024-02-28,C0002,P002,52,9.3,483.6,Televendas,Felipe Santos,RS
PV004190,2024-02-28,C0170,P003,42,7.44,312.48,Televendas,Eduarda Melo,CE
PV004397,2024-02-28,C0133,P014,99,3.65,361.35,Televendas,Felipe Santos,PA
PV006193,2024-02-29,C0097,P002,17,9.04,153.68,Televendas,Daniela Rocha,SP
PV005704,2024-02-29,C0115,P010,52,5.2,270.4,Key Account,Eduarda Melo,MG
PV000812,2024-02-29,C0165,P016,77,6.73,518.21,E-commerce B2B,Eduarda Melo,DF
PV004723,2024-02-29,C0106,P018,107,2.94,314.58,Representante Comercial,Felipe Santos,PA
PV006669,2024-02-29,C0039,P019,112,3.95,442.4,Televendas,Ana Souza,PA
PV004489,2024-02-29,C0037,P018,143,2.9,414.7,Representante Comercial,Carlos Silva,AM
PV004146,2024-02-29,C0062,P017,22,3.11,68.42,Representante Comercial,Carlos Silva,AL
PV004705,2024-02-29,C0151,P006,77,4.3,331.1,Key Account,Felipe Santos,CE
PV004711,2024-02-29,C0105,P015,138,5.9,814.2,Representante Comercial,Bruno Lima,AM
PV001114,2024-02-29,C0141,P017,54,3.2,172.8,Representante Comercial,Carlos Silva,PE
PV001825,2024-02-29,C0039,P003,140,7.87,1101.8,Key Account,Carlos Silva,PA
